,2024-12-31,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Free Cash Flow,2373972000.0,2176974000.0,1941520000.0,893845000.0,
Repurchase Of Capital Stock,-5341000.0,-4966000.0,-6156000.0,-1734000.0,
Repayment Of Debt,-1894306000.0,-250000000.0,-600000000.0,-2100000000.0,
Issuance Of Debt,1853368000.0,419148000.0,5600000000.0,0.0,
Issuance Of Capital Stock,378687000.0,2480105000.0,3219101000.0,2385779000.0,
Capital Expenditure,-7526000.0,-4035000.0,-1876000.0,-2505000.0,
Interest Paid Supplemental Data,781401000.0,762610000.0,466806000.0,323219000.0,
Income Tax Paid Supplemental Data,3338000.0,4915000.0,3024000.0,1790000.0,
End Cash Position,524615000.0,522574000.0,208933000.0,739614000.0,
Beginning Cash Position,522574000.0,208933000.0,739614000.0,315993000.0,
Effect Of Exchange Rate Changes,445000.0,-63000.0,0.0,,
Changes In Cash,1596000.0,313704000.0,-530681000.0,423621000.0,
Financing Cash Flow,-1457121000.0,1031790000.0,6829937000.0,-514178000.0,
Cash Flow From Continuing Financing Activities,-1457121000.0,1031790000.0,6829937000.0,-514178000.0,
Net Other Financing Charges,-36538000.0,-28657000.0,-163891000.0,-39433000.0,
Cash Dividends Paid,-1752991000.0,-1583840000.0,-1219117000.0,-758790000.0,
Common Stock Dividend Paid,-1752991000.0,-1583840000.0,-1219117000.0,-758790000.0,
Net Common Stock Issuance,373346000.0,2475139000.0,3212945000.0,2384045000.0,
Common Stock Payments,-5341000.0,-4966000.0,-6156000.0,-1734000.0,
Common Stock Issuance,378687000.0,2480105000.0,3219101000.0,2385779000.0,
Net Issuance Payments Of Debt,-40938000.0,169148000.0,5000000000.0,-2100000000.0,
Net Short Term Debt Issuance,,,5600000000.0,0.0,
Short Term Debt Issuance,,,5600000000.0,0.0,
Net Long Term Debt Issuance,-40938000.0,169148000.0,5000000000.0,-2100000000.0,
Long Term Debt Payments,-1894306000.0,-250000000.0,-600000000.0,-2100000000.0,
Long Term Debt Issuance,1853368000.0,419148000.0,5600000000.0,0.0,
Investing Cash Flow,-922781000.0,-2899095000.0,-9304014000.0,41449000.0,
Cash Flow From Continuing Investing Activities,-922781000.0,-2899095000.0,-9304014000.0,41449000.0,
Net Other Investing Changes,-504418000.0,-1610593000.0,-492409000.0,10680000.0,
Net Investment Purchase And Sale,-411800000.0,-23797000.0,-4235193000.0,19973000.0,
Sale Of Investment,29579000.0,217342000.0,89190000.0,19973000.0,
Purchase Of Investment,-441379000.0,-241139000.0,-4324383000.0,0.0,
Net Investment Properties Purchase And Sale,963000.0,6235000.0,0.0,13301000.0,
Sale Of Investment Properties,963000.0,6235000.0,0.0,13301000.0,
Purchase Of Investment Properties,,,-4017851000.0,0.0,-1407260000.0
Net Business Purchase And Sale,0.0,-1266905000.0,-4574536000.0,0.0,
Purchase Of Business,0.0,-1266905000.0,-4574536000.0,0.0,
Net PPE Purchase And Sale,-7526000.0,-4035000.0,-1876000.0,-2505000.0,
Purchase Of PPE,-7526000.0,-4035000.0,-1876000.0,-2505000.0,
Capital Expenditure Reported,,,,-20697000.0,-264000.0
Operating Cash Flow,2381498000.0,2181009000.0,1943396000.0,896350000.0,
Cash Flow From Continuing Operating Activities,2381498000.0,2181009000.0,1943396000.0,896350000.0,
Dividend Received Cfo,0.0,3273000.0,64808000.0,0.0,
Change In Working Capital,-11520000.0,-14017000.0,46446000.0,-86821000.0,
Change In Other Working Capital,,,,,23319000.0
Change In Other Current Liabilities,-1505000.0,-7496000.0,-142000.0,476000.0,
Change In Other Current Assets,3428000.0,5124000.0,-5673000.0,830000.0,
Change In Payables And Accrued Expense,-13443000.0,-11645000.0,52261000.0,-88127000.0,
Change In Accrued Expense,-13443000.0,-11645000.0,52261000.0,-88127000.0,
Change In Interest Payable,,,,,26269000.0
Other Non Cash Items,-482019000.0,-473821000.0,-95018000.0,-48517000.0,
Stock Based Compensation,17511000.0,15536000.0,12986000.0,9371000.0,
Provisionand Write Offof Assets,126720000.0,102824000.0,834494000.0,-19554000.0,
Deferred Tax,5439000.0,-10426000.0,0.0,0.0,
Deferred Income Tax,5439000.0,-10426000.0,0.0,0.0,
Depreciation Amortization Depletion,4125000.0,4298000.0,3182000.0,3091000.0,
Depreciation And Amortization,4125000.0,4298000.0,3182000.0,3091000.0,
Depreciation,4125000.0,4298000.0,3182000.0,3091000.0,
Operating Gains Losses,,-1280000.0,-59769000.0,15622000.0,39059000.0
Earnings Losses From Equity Investments,0.0,-1280000.0,-59769000.0,0.0,
Net Income From Continuing Operations,2721242000.0,2554622000.0,1136267000.0,1023158000.0,
